patent_id,founding_year,founding_score,VC_backed_assignee,VC_score,initassignee_id,initassignee_organization,same_as20220630pv,assignee_organization_20220630pv,assignee_id_20220630pv,initassignee_idxwalk20220630pv,Found in OC,company_number,gvkey,CUSIP,first_year_publicly_listed,UO_DISCERN,SUB_DISCERN,univ_hospital_gov,is_US_assignee,cpc_sections,grant_year,patent_abstract,topK_topics,topK_scores,super_topics,main_super_topic,top5_similarities,sim1,sim2,sim3,sim4,sim5,sim_mean,sim_variance,sim_std,sim_min,sim_max,topK_1,topK_2,topK_3,topK_4,topK_5,topK_mean,topK_variance,topK_std
7833784,,,0.0,,OR0000278,SCRIPPS RESEARCH INSTITUTE,1,THE SCRIPPS RESEARCH INSTITUTE,890f5a63-9fdc-4ecc-bb5c-9fa278d1ac1d,890f5a63-9fdc-4ecc-bb5c-9fa278d1ac1d,0.0,,,,,0.0,0.0,1.0,1.0,C  A,2010.0,"Polypeptides that contain zinc finger-nucleotide binding regions that bind to nucleotide sequences of the formula TNN are provided. Compositions containing a plurality of polypeptides, isolated heptapeptides possessing specific binding activity, polynucleotides that encode such polypeptides and methods of regulating gene expression with such polypeptides, compositions and polynucleotides are also provided.","[1800, 2049, 708, 362, 954]","[0.7691134810447693, 0.6690162420272827, 0.6536877155303955, 0.6518557667732239, 0.6512489914894104]","[62, 62, 62, 27, 60]",62,"[0.6931465, 0.6931465, 0.6931465, 0.5511931, 0.58231485]",0.6931465,0.6931465,0.6931465,0.5511931,0.58231485,0.64258957,0.0049135927,0.07009702,0.5511931,0.6931465,0.7691134810447693,0.6690162420272827,0.6536877155303955,0.6518557667732239,0.6512489914894104,0.6789844393730163,0.0025919383236232,0.0509110825226021
10538438,1900.0,8.0,0.0,,OR0019746,RED VALVE COMPANY,1,"RED VALVE COMPANY, INC.",da0b91e2-b984-4ac4-b36c-821b5e8f5d0a,da0b91e2-b984-4ac4-b36c-821b5e8f5d0a,1.0,300220,,,,0.0,0.0,0.0,1.0,C  B,2020.0,"A dechlorinating device includes a mixing chamber having an inlet and an outlet, and the dechlorinating device is configured to receive a fluid. The dechlorinating device also includes a dechlorinating conduit disposed within the mixing chamber and a recirculation zone disposed within the mixing chamber and positioned between the dechlorinating conduit and the outlet. A dechlorinating system includes a storage tank, an overflow pipe in fluid communication with the storage tank, and the dechlorinating device in fluid communication with the overflow pipe. A method of dechlorinating includes providing the dechlorinating device and feeding the fluid to the inlet of the dechlorinating device.","[403, 2648, 183, 435, 130]","[0.6407149434089661, 0.6269951462745667, 0.6141554713249207, 0.6036789417266846, 0.5931531190872192]","[61, 61, 68, 61, 61]",61,"[0.6434017, 0.6434017, 0.5808773, 0.6434017, 0.6434017]",0.6434017,0.6434017,0.5808773,0.6434017,0.6434017,0.6308968,0.00078185956,0.027961751,0.5808773,0.6434017,0.6407149434089661,0.6269951462745667,0.6141554713249207,0.6036789417266846,0.5931531190872192,0.6157395243644714,0.0003521432904936,0.018765481355233
8309604,1998.0,10.0,1.0,10.0,OR0014400,ESPERION THERAPEUTICS INC,1,"ESPERION THERAPEUTICS, INC.",101e837a-8513-41ff-8686-bd277a4fde91,101e837a-8513-41ff-8686-bd277a4fde91,1.0,801024793,138703.0,29664R106,2000.0,1.0,0.0,0.0,1.0,C  A,2012.0,"The present invention relates to novel cycloalkyl-hydroxyl compounds, compositions comprising hydroxyl compounds, and methods useful for treating and preventing a variety of diseases and conditions such as, but not limited to aging, Alzheimer's Disease, cancer, cardiovascular disease, diabetic nephropathy, diabetic retinopathy, a disorder of glucose metabolism, dyslipidemia, dyslipoproteinemia, hypertension, impotence, inflammation, insulin resistance, lipid elimination in bile, obesity, oxysterol elimination in bile, pancreatitis, Parkinson's disease, a peroxisome proliferator activated receptor-associated disorder, phospholipid elimination in bile, renal disease, septicemia, Syndrome X, thrombotic disorder. Compounds and methods of the invention can also be used to modulate C reactive protein or enhance bile production in a patient. In certain embodiments, the compounds, compositions, and methods of the invention are useful in combination therapy with other therapeutics, such as hypocholesterolemic and hypoglycemic agents.","[1312, 2116, 701, 489, 1663]","[0.9321234822273254, 0.7129595875740051, 0.7050887942314148, 0.6815891265869141, 0.669541597366333]","[7, 7, 7, 169, 151]",7,"[0.7470269, 0.7470269, 0.7470269, 0.66955817, 0.70666295]",0.7470269,0.7470269,0.7470269,0.66955817,0.70666295,0.7234603,0.0012134368,0.03483442,0.66955817,0.7470269,0.9321234822273254,0.7129595875740051,0.7050887942314148,0.6815891265869141,0.669541597366333,0.7402605175971985,0.0118093214757532,0.1086707020118728
10272184,,,0.0,,OR0057260,BOARD OF REGENTSTHE UNIVERSITY OF TEXAS SYSTEM,1,"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",fb931bfd-910f-44e8-9295-12b342809eb4,fb931bfd-910f-44e8-9295-12b342809eb4,0.0,,,,,0.0,0.0,1.0,1.0,A  C,2019.0,A biocompatible membrane comprised of alginate and hyaluronate. The membrane may be used to prevent unwanted scarring after surgery. The tissue adherence and the rate of bioresorption of the membrane may be modified through an external stimulus comprising a sequestering agent and a viscosity modifier.,"[1616, 768, 2126, 69, 1763]","[0.76280677318573, 0.6386022567749023, 0.6227534413337708, 0.5953145027160645, 0.5943638682365417]","[141, 108, 141, 107, 108]",141,"[0.59975326, 0.6550813, 0.59975326, 0.46703094, 0.6550813]",0.59975326,0.6550813,0.59975326,0.46703094,0.6550813,0.59534,0.005910052,0.076876864,0.46703094,0.6550813,0.76280677318573,0.6386022567749023,0.6227534413337708,0.5953145027160645,0.5943638682365417,0.6427681684494019,0.0048555093548163,0.0696814850216062
10258602,1998.0,10.0,1.0,10.0,OR0035898,OCERA THERAPEUTICS INC,1,"OCERA THERAPEUTICS, INC.",e22531d2-b9ad-4711-bb8c-80a5bb6d6b7b,e22531d2-b9ad-4711-bb8c-80a5bb6d6b7b,1.0,2845080,,,,0.0,0.0,0.0,1.0,A  C,2019.0,"The present invention provides novel conformationally-defined macrocyclic compounds that can function as selective modulators of the ghrelin receptor (growth hormone secretagogue receptor, GHS-R1a and subtypes, isoforms and variants thereof). Methods of synthesizing the novel compounds are also described herein. These compounds are useful as agonists of the ghrelin receptor and as medicaments for treatment and prevention of a range of medical conditions including, but not limited to, metabolic and/or endocrine disorders, gastrointestinal disorders, cardiovascular disorders, obesity and obesity-associated disorders, central nervous system disorders, bone disorders, genetic disorders, hyperproliferative disorders and inflammatory disorders.","[973, 1936, 2203, 1609, 1056]","[0.7351474165916443, 0.6345780491828918, 0.61573326587677, 0.6097819209098816, 0.5983675122261047]","[44, 40, 131, 40, 3]",44,"[0.532406, 0.6717917, 0.61231095, 0.6717917, 0.5228474]",0.532406,0.6717917,0.61231095,0.6717917,0.5228474,0.60222954,0.005239067,0.0723814,0.5228474,0.6717917,0.7351474165916443,0.6345780491828918,0.61573326587677,0.6097819209098816,0.5983675122261047,0.6387216329574585,0.0030773820125993,0.0554741562585621
9465160,1892.0,10.0,0.0,,OR0000034,GENERAL ELECTRIC COMPANY,1,GENERAL ELECTRIC COMPANY,c3d9c587-99c9-4087-87c7-89d9a1038656,c3d9c587-99c9-4087-87c7-89d9a1038656,0.0,,5047.0,369604103,1950.0,1.0,0.0,0.0,1.0,G  B  C,2016.0,"A method of manufacturing a layered material stack that includes a plasmonic interface between a plasmonic material and optical waveguide material is disclosed. The method includes providing a substrate layer, disposing a layer of plasmonic material on the substrate layer, depositing a metal constituent of an optical waveguide material directly onto the layer of plasmonic material, and anodizing the metal constituent of the optical waveguide material to form an optically transparent oxide of the metal constituent configured to couple light into the layer of plasmonic material, with the optically transparent oxide of the metal constituent forming an optical waveguide structure.","[452, 146, 305, 120, 236]","[0.6126299500465393, 0.6053507328033447, 0.6043785214424133, 0.5819984078407288, 0.5815227627754211]","[10, 56, 30, 30, 134]",10,"[0.5465255, 0.5602846, 0.53420913, 0.53420913, 0.4947781]",0.5465255,0.5602846,0.53420913,0.53420913,0.4947781,0.5340013,0.00059655344,0.024424443,0.4947781,0.5602846,0.6126299500465393,0.6053507328033447,0.6043785214424133,0.5819984078407288,0.5815227627754211,0.5971760749816895,0.0002082275707273,0.0144300925404988
6093775,1802.0,10.0,0.0,,OR0000057,EI DU PONT DE NEMOURS AND COMPANY,1,E. I. DU PONT DE NEMOURS AND COMPANY,7f87d4f8-9088-492d-8202-0d0353c1c3ea,7f87d4f8-9088-492d-8202-0d0353c1c3ea,1.0,48306,4087.0,263534109,1950.0,1.0,0.0,0.0,1.0,C,2000.0, Polymers having pendant fluoroalkylsulfide side chains and processes for their preparation by nucleophilic displacement of halides in preformed polymers using fluoroalkylthiols are disclosed which provide oil and water repellency and antisoil properties to substrates. ,"[117, 740, 94, 49, 324]","[0.6871963739395142, 0.6610651612281799, 0.6389629244804382, 0.6161059141159058, 0.6155657768249512]","[88, 14, 14, 24, 88]",88,"[0.60949385, 0.6560195, 0.6560195, 0.5987831, 0.60949385]",0.60949385,0.6560195,0.6560195,0.5987831,0.60949385,0.62596196,0.00077200035,0.027784895,0.5987831,0.6560195,0.6871963739395142,0.6610651612281799,0.6389629244804382,0.6161059141159058,0.6155657768249512,0.6437792301177978,0.0009422149893072,0.0306955206717085
6464854,1987.0,10.0,0.0,,OR0006626,LYNNTECH INC,0,THE TEXAS A&M UNIVERSITY SYSTEM,35a5f635-38b3-4d14-8b40-b9083181503f,c639206c-2e25-4f9d-a980-c983ffb0cca1,1.0,0103957000,,,,0.0,0.0,0.0,1.0,C  F  Y,2002.0,"The present invention provides a self-replenishing liquid water source onboard an automobile for supplying liquid water to an electrolyzer, such as an on-board hydrogen generator useful for the suppression of unwanted emissions. While automobiles typically have water reservoirs resupplied by a person, the invention provides a passive means of water collection for reliable replenishment due to operations of the automobile itself. The invention provides condensate from the engine exhaust gas by cooling a region of the exhaust system using cooling fluid from the engine coolant system. The cooling fluid is circulated during a period following the engine cold start event when the heat load on the engine coolant system is low.","[251, 183, 636, 137, 794]","[0.6066202521324158, 0.5997554063796997, 0.5920296907424927, 0.5696183443069458, 0.5635539889335632]","[16, 68, 68, 68, 61]",16,"[0.5311057, 0.59271127, 0.59271127, 0.59271127, 0.5439719]",0.5311057,0.59271127,0.59271127,0.59271127,0.5439719,0.5706423,0.0009338929,0.03055966,0.5311057,0.59271127,0.6066202521324158,0.5997554063796997,0.5920296907424927,0.5696183443069458,0.5635539889335632,0.5863155364990235,0.0003556118531886,0.0188576735889828
8101157,,,0.0,,OR0000941,VANDERBILT UNIVERSITY,1,VANDERBILT UNIVERSITY,a89354b0-e27c-4103-a2e9-09b266380e99,a89354b0-e27c-4103-a2e9-09b266380e99,0.0,,,,,0.0,0.0,1.0,1.0,A  C,2012.0,"A method for identifying a molecule that binds an irradiated tumor in a subject and molecules identified thereby. In some embodiments, the method includes the steps of (a) exposing a tumor to ionizing radiation; (b) administering to a subject a library of diverse molecules; and (c) isolating from the tumor one or more molecules of the library of diverse molecules, whereby a molecule that binds an irradiated tumor is identified. Also provided are targeting ligands that bind an irradiated tumor and therapeutic and diagnostic methods that employ the disclosed targeting ligands.","[2398, 90, 2595, 411, 164]","[0.8475799560546875, 0.6312317848205566, 0.6218226552009583, 0.6076126098632812, 0.5770673155784607]","[50, 64, 83, 67, 104]",50,"[0.527865, 0.51711315, 0.57237613, 0.5471666, 0.5561398]",0.527865,0.51711315,0.57237613,0.5471666,0.5561398,0.5441321,0.00048644035,0.022055393,0.51711315,0.57237613,0.8475799560546875,0.6312317848205566,0.6218226552009583,0.6076126098632812,0.5770673155784607,0.6570628643035888,0.0117626236835494,0.1084556300223712
7013220,1949.0,10.0,0.0,,OR0000486,AGILENT TECHNOLOGIES INC,1,"AGILENT TECHNOLOGIES, INC.",7742ffc5-356e-4aae-b414-79cb661d3a55,7742ffc5-356e-4aae-b414-79cb661d3a55,1.0,C2076655,126554.0,00846U101,1999.0,1.0,0.0,0.0,1.0,G  C,2006.0,"Optical scanner system approaches are described in which signal saturation data is produced in real-time. The data generated may be used for tuning a subsequent scan, in protection of optical detector components from damage or otherwise. Approaches for obtaining and storing or expressing the data are also disclosed. Also provided are methods of using the subject system is biopolymer array based application, including genomic and proteomic applications.","[240, 982, 659, 554, 332]","[0.696624755859375, 0.6857649087905884, 0.6027281880378723, 0.5901081562042236, 0.5541439056396484]","[82, 82, 56, 29, 82]",82,"[0.5763403, 0.5763403, 0.511872, 0.5534173, 0.5763403]",0.5763403,0.5763403,0.511872,0.5534173,0.5763403,0.55886203,0.000788545,0.028081043,0.511872,0.5763403,0.696624755859375,0.6857649087905884,0.6027281880378723,0.5901081562042236,0.5541439056396484,0.6258739829063416,0.0038881802602972,0.0623552745186583
9795965,,,0.0,,OR0001777,BRIGHAM AND WOMENS HOSPITAL INC,1,"THE BRIGHAM AND WOMENS HOSPITAL, INC.",2f3422c9-c75c-4b28-8f4f-075410ecbc0f,2f3422c9-c75c-4b28-8f4f-075410ecbc0f,0.0,,,,,0.0,0.0,1.0,1.0,B  C  G  Y,2017.0,A system and method are provided for harvesting target biological substances. The system includes a substrate and a first and second channel formed in the substrate. The channels longitudinally extending substantially parallel to each other. A series of gaps extend from the first channel to the second channel to create a fluid communication path passing between a series of columns with the columns being longitudinally separated by a predetermined separation distance. The system also includes a first source configured to selectively introduce into the first channel a first biological composition at a first channel flow rate and a second source configured to selectively introduce into the second channel a second biological composition at a second channel flow rate. The sources are configured to create a differential between the first and second channel flow rates to generate physiological shear rates along the second channel that are bounded within a predetermined range.,"[191, 1355, 387, 594, 354]","[0.6551097631454468, 0.6492119431495667, 0.6412475109100342, 0.6348071098327637, 0.6219155788421631]","[23, 9, 61, 9, 23]",23,"[0.6822019, 0.5905081, 0.64061373, 0.5905081, 0.6822019]",0.6822019,0.5905081,0.64061373,0.5905081,0.6822019,0.63720673,0.0021055664,0.045886453,0.5905081,0.6822019,0.6551097631454468,0.6492119431495667,0.6412475109100342,0.6348071098327637,0.6219155788421631,0.6404583811759949,0.0001669207381908,0.0129197808878814
6281251,,,0.0,,OR0125636,MEDICAL COLLEGE OF HAMPTON ROADS EASTER VIRGINIA MEDICAL SCHOOL,0,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION,a77165b7-65c1-4fd4-8f81-22aeebc5e88c,,0.0,,,,,0.0,0.0,1.0,1.0,C  A  Y,2001.0, Mono- and di-iodinated nonoxynol-9-derivatives and methods for their use are disclosed. ,"[3147, 3115, 2702, 1, 2713]","[0.5297982692718506, 0.4967310428619385, 0.49543872475624084, 0.49415087699890137, 0.48882168531417847]","[170, 45, 89, 45, 170]",170,"[0.49474138, 0.48353225, 0.47545874, 0.48353225, 0.49474138]",0.49474138,0.48353225,0.47545874,0.48353225,0.49474138,0.48640123,6.882909e-05,0.0082963295,0.47545874,0.49474138,0.5297982692718506,0.4967310428619385,0.4954387247562408,0.4941508769989013,0.4888216853141784,0.500988119840622,0.0002684283048044,0.0163837817613761
10035948,1919.0,10.0,0.0,,OR0000033,HALLIBURTON ENERGY SERVICES INC,1,"HALLIBURTON ENERGY SERVICES, INC.",7328562f-4fdb-40ea-8ed3-f6713e490c0c,7328562f-4fdb-40ea-8ed3-f6713e490c0c,1.0,000022181,5439.0,406216101,1950.0,1.0,0.0,0.0,1.0,C  E,2018.0,"Various embodiments disclosed related to compositions and methods of using the same for treating subterranean formations. In various embodiments, the present invention provides a method of treating a subterranean formation. The method includes placing in a subterranean formation a composition that includes a viscosifier and that also includes a hydrophobically-modified polymer including at least one nitrogen-containing repeating unit.","[2, 1073, 818, 386, 1375]","[0.7444521188735962, 0.6934865117073059, 0.6502431631088257, 0.6492464542388916, 0.6405269503593445]","[91, 91, 77, 91, 110]",91,"[0.72000164, 0.72000164, 0.64689773, 0.72000164, 0.62978524]",0.72000164,0.72000164,0.64689773,0.72000164,0.62978524,0.6873376,0.002037119,0.045134455,0.62978524,0.72000164,0.7444521188735962,0.6934865117073059,0.6502431631088257,0.6492464542388916,0.6405269503593445,0.6755910396575928,0.0019070346338512,0.0436696076677048
7781513,1892.0,10.0,0.0,,OR0006729,MOMENTIVE PERFORMANCE MATERIALS INC,1,MOMENTIVE PERFORMANCE MATERIALS INC.,b0d46897-8a61-4169-bf40-08e13c62e03c,b0d46897-8a61-4169-bf40-08e13c62e03c,1.0,0912710,5047.0,369604103,1950.0,1.0,0.0,0.0,1.0,C,2010.0,"This invention relates to moisture-curable resins generally and, more particularly, to two-part moisture-curable resin compositions the first part of which contains a moisture-curable silylated resin and the second part of which contains water. The invention further relates to adhesive, sealant and coating compositions based on such two-part moisture-curable resin compositions.","[638, 173, 177, 58, 455]","[0.8447508215904236, 0.6597958207130432, 0.6580827832221985, 0.6543159484863281, 0.6198407411575317]","[120, 120, 120, 120, 120]",120,"[0.6887454, 0.6887454, 0.6887454, 0.6887454, 0.6887454]",0.6887454,0.6887454,0.6887454,0.6887454,0.6887454,0.6887454,0.0,0.0,0.6887454,0.6887454,0.8447508215904236,0.6597958207130432,0.6580827832221985,0.6543159484863281,0.6198407411575317,0.687357223033905,0.0080098924348607,0.0894980024070972
6274674,1924.0,10.0,1.0,8.0,OR0001556,ASHLAND INC,1,ASHLAND INC.,ee9baf36-1e0d-4147-a1e6-81360b70d0ed,ee9baf36-1e0d-4147-a1e6-81360b70d0ed,0.0,,1794.0,044186104,1950.0,1.0,0.0,0.0,1.0,B  C  Y,2001.0," The present invention relates to solvent free, moisture-curable, reactive hot melt adhesive compositions that are solid at room temperature, methods of making the compositions, and laminates prepared using the compostions. The compositions are a mixture comprising an isocyanate terminated prepolymer and a thermoplastic vinyl chloride copolymer. ","[34, 152, 455, 5, 1208]","[0.8125805258750916, 0.8056373000144958, 0.739500105381012, 0.7325301766395569, 0.7111750841140747]","[120, 120, 120, 77, 120]",120,"[0.78665864, 0.78665864, 0.78665864, 0.7018798, 0.78665864]",0.78665864,0.78665864,0.78665864,0.7018798,0.78665864,0.7697028,0.0014374906,0.037914254,0.7018798,0.78665864,0.8125805258750916,0.8056373000144958,0.739500105381012,0.7325301766395569,0.7111750841140747,0.7602846384048462,0.0021014447612294,0.0458415178765874
7906532,1849.0,10.0,0.0,,OR0000648,PFIZER INC,1,PFIZER INC.,463be8c0-b744-41d0-88f9-38a87e508fb5,463be8c0-b744-41d0-88f9-38a87e508fb5,0.0,,8530.0,717081103,1950.0,1.0,0.0,0.0,1.0,C  A,2011.0,"This invention relates to compounds of the formula (I):or pharmaceutically acceptable salts thereof, wherein: R1, R2, R3, A and m are each as described herein and compositions containing such compounds and the use of such compounds in the treatment of a condition mediated by 5-HT4 agonistic activity such as, but not limited to, gastroesophageal reflux disease, gastrointestinal disease, gastric motility disorder, non-ulcer dyspepsia, functional dyspepsia, irritable bowel syndrome (IBS), constipation, dyspepsia, esophagitis, gastroesophageral disease, nausea, central nervous system disease, Alzheimer's disease, cognitive disorder, emesis, migraine, neurological disease, pain, cardiovascular disorders, cardiac failure, heart arrhythmia, diabetes and apnea syndrome.","[121, 93, 511, 0, 2365]","[0.8106693029403687, 0.769340455532074, 0.7643440961837769, 0.7588737607002258, 0.7502375841140747]","[129, 129, 129, 129, 129]",129,"[0.809901, 0.809901, 0.809901, 0.809901, 0.809901]",0.809901,0.809901,0.809901,0.809901,0.809901,0.80990106,0.0,0.0,0.809901,0.809901,0.8106693029403687,0.769340455532074,0.7643440961837769,0.7588737607002258,0.7502375841140747,0.770693039894104,0.0005495903024172,0.023443342390053
11104411,,,0.0,,OR0037765,EVOQUA WATER TECHNOLOGIES LLC,1,EVOQUA WATER TECHNOLOGIES LLC,7565c1a9-51bd-4e6e-a131-5d82eb6c37e4,7565c1a9-51bd-4e6e-a131-5d82eb6c37e4,0.0,,,,,0.0,0.0,0.0,1.0,B  C,2021.0,Techniques and systems for neutralizing discharge waters from ballast and/or cooling water biocidal treatment and disinfection systems are provided. The systems utilize oxidation reduction potential control to regulate the dechlorination of a biocidal agent to allowable discharge levels in ship buoyancy systems and ship cooling water systems.,"[1847, 137, 17, 636, 251]","[0.8134936690330505, 0.5719540119171143, 0.5599519610404968, 0.5542991161346436, 0.5081647634506226]","[68, 68, 68, 68, 16]",68,"[0.5652706, 0.5652706, 0.5652706, 0.5652706, 0.38043582]",0.5652706,0.5652706,0.5652706,0.5652706,0.38043582,0.5283036,0.006832779,0.08266062,0.38043582,0.5652706,0.8134936690330505,0.5719540119171143,0.5599519610404968,0.5542991161346436,0.5081647634506226,0.6015727043151855,0.0146199710132702,0.1209130721356058
6033808,1883.0,10.0,0.0,,OR0001168,FMC CORPORATION,1,FMC CORPORATION,d4baa163-7f76-4e2f-9260-f0e4cd9eb81a,d4baa163-7f76-4e2f-9260-f0e4cd9eb81a,0.0,,4510.0,302491303,1950.0,1.0,0.0,0.0,1.0,C  H,2000.0," The present invention provides a process for generating acid-free lithium salt solutions for lithium and lithium ion batteries and for preparing high purity lithium salts. The invention comprises removing acid species from lithium salt solutions such as lithium hexafluorophosphate solutions using weak base resins. The process does not require the addition of a base such as ammonia which when added to the electrolytic solution generally must be removed from the final product. Once the lithium salt has been treated by the weak base resin, the substantially acid-free lithium salt solution may be recovered from the weak base resin to provide a solution which may be used as an electrolytic solution or which may be used to prepare high purity lithium salts. ","[570, 44, 2139, 261, 2484]","[0.803507387638092, 0.6146669983863831, 0.5462873578071594, 0.5324744582176208, 0.5103090405464172]","[20, 126, 20, 68, 126]",20,"[0.52889395, 0.4260947, 0.52889395, 0.38338882, 0.4260947]",0.52889395,0.4260947,0.52889395,0.38338882,0.4260947,0.45867324,0.00441309,0.06643109,0.38338882,0.52889395,0.803507387638092,0.6146669983863831,0.5462873578071594,0.5324744582176208,0.5103090405464172,0.6014490485191345,0.0142772734722342,0.1194875452598899
10501587,2000.0,10.0,1.0,10.0,OR0104348,CUPRON INC,1,THE CUPRON CORPORATION,a8098b3a-c1de-40de-ab26-68c081be48b1,a8098b3a-c1de-40de-ab26-68c081be48b1,1.0,3300415,,,,0.0,0.0,0.0,1.0,C  B  D,2019.0,"A masterbatch may be blended with virgin polymer to add desired color or other properties to the virgin polymer prior to further processing. Methods and processes for producing an antimicrobial and/or antiviral polymeric masterbatch that may be used to add antimicrobial, antiviral and/or antifungal properties to a virgin polymer without significantly degrading the properties of the virgin polymer. The masterbatch may be extruded into pellets or formed into other particles for subsequent blending with the virgin polymer to add antimicrobial and antiviral properties to the polymeric materials. The method includes a heat treatment after compounding the base polymer with the antimicrobial, antiviral and/or antifungal are compounded together. The heat treatment comprises heating the masterbatch blend to a temperature between the glass transition temperature and the melting point of the base polymer.","[2102, 49, 326, 106, 303]","[0.650377631187439, 0.5563369989395142, 0.5304985046386719, 0.5280213356018066, 0.5218009352684021]","[58, 24, 25, 24, 2]",58,"[0.527062, 0.53389335, 0.5676651, 0.53389335, 0.45104304]",0.527062,0.53389335,0.5676651,0.53389335,0.45104304,0.5227114,0.0018565472,0.04308767,0.45104304,0.5676651,0.650377631187439,0.5563369989395142,0.5304985046386719,0.5280213356018066,0.5218009352684021,0.5574070811271667,0.0028750148515079,0.0536191649646652
10526242,1968.0,10.0,0.0,,OR0002830,GUARDIAN INDUSTRIES CORP,0,"GUARDIAN GLASS, LLC",e0c096ba-3dbc-4efc-b723-31b39131bed3,c8e2e8c3-ebb0-4d86-809a-6265a9790288,1.0,676001,,,,0.0,0.0,0.0,1.0,C,2020.0,"Certain example embodiments of this invention relate to techniques for converting sputter-deposited TiNx or TiOxNy layers into TiOx layers via activation with electromagnetic radiation. An intermediate layer including TiOxNy, 0<y≤1 is formed on a substrate. The intermediate layer is exposed to the radiation, which is preferentially absorbed by the intermediate layer in an amount sufficient to heat the intermediate layer to a temperature of 500-650 degrees C. while keeping the substrate at a significantly lower temperature. A flash light operated with a series of millisecond or sub-millisecond length pulses may be used in this regard. The converting removes nitrogen from, and introduces oxygen into, the intermediate layer, causing the layer to expand beyond its initial thickness. At least some of the final layer may have an anatase phase, and it may be photocatalytic. These layers may be used in low-maintenance glass, antireflective, and/or other applications.","[1248, 81, 300, 236, 463]","[0.6225091814994812, 0.6133509278297424, 0.6088232398033142, 0.5921772122383118, 0.5597479343414307]","[134, 134, 10, 134, 10]",134,"[0.67708397, 0.67708397, 0.59532046, 0.67708397, 0.59532046]",0.67708397,0.67708397,0.59532046,0.67708397,0.59532046,0.64437854,0.0020055813,0.044783715,0.59532046,0.67708397,0.6225091814994812,0.6133509278297424,0.6088232398033142,0.5921772122383118,0.5597479343414307,0.599321699142456,0.0006104711060494,0.024707713492945
9869016,1968.0,10.0,0.0,,OR0002830,GUARDIAN INDUSTRIES CORP,0,"GUARDIAN GLASS, LLC",e0c096ba-3dbc-4efc-b723-31b39131bed3,c8e2e8c3-ebb0-4d86-809a-6265a9790288,1.0,676001,,,,0.0,0.0,0.0,1.0,C  Y,2018.0,"A coated article is provided so as to include a low-E (low emissivity) coating having an infrared (IR) reflecting layer sandwiched between at least a pair of dielectric layers. The IR reflecting layer may be of or include a material such as silver (Ag), and is provided between a pair of contact layers. The low-E coating includes an overcoat having a substantially metallic layer (e.g., NbZr or Zr) which has been found to improve the durability of the coating without significantly sacrificing desired optical characteristics. Such coated articles may be used in the context of windows.","[81, 1248, 70, 1993, 45]","[0.8994855880737305, 0.8597886562347412, 0.7720806002616882, 0.7011775374412537, 0.696265697479248]","[134, 134, 19, 134, 19]",134,"[0.79039, 0.79039, 0.65988445, 0.79039, 0.65988445]",0.79039,0.79039,0.65988445,0.79039,0.65988445,0.7381878,0.0051095104,0.07148084,0.65988445,0.79039,0.8994855880737305,0.8597886562347412,0.7720806002616882,0.7011775374412537,0.696265697479248,0.7857596158981324,0.0084410751148194,0.0918753237535489
7384958,1887.0,10.0,0.0,,OR0000066,BRISTOL MYERS SQUIBB COMPANY,1,BRISTOL-MYERS SQUIBB COMPANY,c55cb37f-99e4-4b16-8cd2-9652c4f0c997,c55cb37f-99e4-4b16-8cd2-9652c4f0c997,1.0,194476-031,2403.0,110122108,1950.0,1.0,0.0,0.0,1.0,C  A,2008.0,Compounds of the formula (I)are useful as inhibitors of cGMP PDE especially Type 5.,"[2326, 1486, 731, 1095, 93]","[0.735298216342926, 0.7142728567123413, 0.713449239730835, 0.6565245389938354, 0.6527664065361023]","[129, 129, 129, 169, 129]",129,"[0.67680514, 0.67680514, 0.67680514, 0.6380292, 0.67680514]",0.67680514,0.67680514,0.67680514,0.6380292,0.67680514,0.6690499,0.0003007144,0.017341118,0.6380292,0.67680514,0.735298216342926,0.7142728567123413,0.713449239730835,0.6565245389938354,0.6527664065361023,0.694462251663208,0.0013995888357658,0.0374110790510765
9732158,2005.0,10.0,1.0,10.0,OR0031222,NUCLEA BIOTECHNOLOGIES INC,0,"NMDX, LLC",6c7518c4-b2b6-48f9-afed-afce36d693ba,fd7c974f-965c-43dc-bc4d-314f311c612c,0.0,,,,,0.0,0.0,0.0,1.0,C  A  G,2017.0,"The present invention relates to antibodies that immunospecifically bind to FAS and certain FAS related proteins. The invention encompasses human and humanized forms of the antibodies and their use in treating cancers and other proliferative disorders. The invention also relates to FAS-derived peptides useful for preparing the antibodies. Methods and compositions for detecting, diagnosing, treating or ameliorating a disease or disorder, especially cancer and other proliferative disorders using the present antibodies also are disclosed.","[847, 16, 2371, 786, 1394]","[0.8429200649261475, 0.7775351405143738, 0.7219235897064209, 0.7201830744743347, 0.7182204723358154]","[31, 31, 31, 31, 31]",31,"[0.78979623, 0.78979623, 0.78979623, 0.78979623, 0.78979623]",0.78979623,0.78979623,0.78979623,0.78979623,0.78979623,0.78979623,0.0,0.0,0.78979623,0.78979623,0.8429200649261475,0.7775351405143738,0.7219235897064209,0.7201830744743347,0.7182204723358154,0.7561564683914185,0.002972521038772,0.0545208312369873
